추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2004- 10- 23),99회,"1, 3, 10, 27, 29, 37",11,"13,015,314,300원",6,"2,169,219,050원","2,169,219,080원",40,"54,230,477원","2,169,220,536원","1,581","1,372,056원","4,338,499,788원","77,203","56,196원","6,411,555,000원","1,282,311","5,000원",,"56,207,491,000원"
(2004- 10- 30),100회,"1, 7, 11, 23, 37, 42",6,"13,261,262,100원",4,"3,315,315,525원","2,210,210,352원",36,"61,394,732원","2,210,211,296원","1,544","1,431,484원","4,420,462,116원","76,899","57,484원","6,178,885,000원","1,235,777","5,000원",,"56,561,977,000원"
(2004- 11- 06),101회,"1, 3, 17, 32, 35, 45",8,"13,536,487,500원",5,"2,707,297,500원","2,256,081,280원",38,"59,370,560원","2,256,081,560원","1,405","1,605,752원","4,512,225,140원","73,210","61,634원","6,231,720,000원","1,246,344","5,000원",,"57,585,065,000원"
(2004- 11- 13),102회,"17, 22, 24, 26, 35, 40",42,"13,114,377,603원",9,"1,457,153,067원","2,185,729,608원",24,"91,072,067원","2,185,729,728원","1,352","1,616,664원","4,371,494,444원","75,476","57,919원","6,611,685,000원","1,322,337","5,000원",,"56,937,962,000원"
(2004- 11- 20),103회,"5, 14, 15, 27, 30, 45",10,"13,532,716,504원",8,"1,691,589,563원","2,255,452,760원",38,"59,354,020원","2,255,453,651원","1,583","1,424,797원","4,510,956,573원","75,587","59,679원","6,155,780,000원","1,231,156","5,000원",,"57,420,615,000원"
(2004- 11- 27),104회,"17, 32, 33, 34, 42, 44",35,"13,221,487,500원",2,"6,610,743,750원","2,203,581,263원",23,"95,807,881원","2,203,582,320원","1,293","1,704,240원","4,407,192,464원","71,824","61,361원","6,231,040,000원","1,246,208","5,000원",,"56,533,705,000원"
(2004- 12- 04),105회,"8, 10, 20, 34, 41, 45",28,"13,667,125,800원",4,"3,416,781,450원","2,277,854,306원",26,"87,609,781원","2,277,854,766원","1,331","1,711,386원","4,555,745,808원","69,127","65,904원","5,961,315,000원","1,192,263","5,000원",,"57,479,716,000원"
(2004- 12- 11),106회,"4, 10, 12, 22, 24, 33",29,"12,967,378,512원",16,"810,461,157원","2,161,229,760원",40,"54,030,744원","2,161,230,192원","2,056","1,051,182원","4,322,523,955원","93,551","46,205원","7,079,945,000원","1,415,989","5,000원",,"57,384,485,000원"
(2004- 12- 18),107회,"1, 4, 5, 6, 9, 31",17,"13,359,855,600원",2,"6,679,927,800원","2,226,642,600원",35,"63,618,360원","2,226,643,968원","2,181","1,020,928원","4,453,322,090원","91,651","48,590원","6,506,175,000원","1,301,235","5,000원",,"57,545,202,000원"
(2004- 12- 25),108회,"7, 18, 22, 23, 29, 44",12,"13,992,305,404원",7,"1,998,900,772원","2,332,050,931원",41,"56,879,291원","2,332,052,282원","1,462","1,595,111원","4,664,170,431원","70,827","65,853원","6,117,105,000원","1,223,421","5,000원",,"58,875,228,000원"
(2005- 01- 01),109회,"1, 5, 34, 36, 42, 44",33,"14,962,058,400원",12,"1,246,838,200원","2,493,676,425원",31,"80,441,175원","2,493,677,278원","1,493","1,670,246원","4,987,368,387원","73,179","68,153원","6,355,285,000원","1,271,057","5,000원",,"62,584,098,000원"
(2005- 01- 08),110회,"7, 20, 22, 23, 29, 43",1,"13,698,786,000원",3,"4,566,262,000원","2,283,131,010원",38,"60,082,395원","2,283,131,952원","1,392","1,640,181원","4,566,314,520원","73,674","61,980원","5,981,435,000원","1,196,287","5,000원",,"57,625,490,000원"
(2005- 01- 15),111회,"7, 18, 31, 33, 36, 40",27,"13,194,284,700원",6,"2,199,047,450원","2,199,047,478원",51,"43,118,578원","2,199,048,396원","1,734","1,268,194원","4,398,134,279원","86,863","50,633원","6,948,025,000원","1,389,605","5,000원",,"57,876,999,000원"
(2005- 01- 22),112회,"26, 29, 30, 33, 41, 42",43,"14,105,440,503원",9,"1,567,271,167원","2,350,906,752원",32,"73,465,836원","2,350,907,670원","1,370","1,715,991원","4,701,842,451원","70,247","66,933원","6,136,935,000원","1,227,387","5,000원",,"59,292,005,000원"
(2005- 01- 29),113회,"4, 9, 28, 33, 36, 45",26,"14,053,760,406원",9,"1,561,528,934원","2,342,293,420원",43,"54,471,940원","2,342,293,779원","1,479","1,583,701원","4,684,624,308원","72,711","64,428원","6,206,190,000원","1,241,238","5,000원",,"59,258,248,000원"
(2005- 02- 05),114회,"11, 14, 19, 26, 28, 41",2,"14,174,070,300원",6,"2,362,345,050원","2,362,345,052원",41,"57,618,172원","2,362,346,364원","1,491","1,584,404원","4,724,763,240원","78,504","60,185원","6,416,250,000원","1,283,250","5,000원",,"60,079,401,000원"
(2005- 02- 12),115회,"1, 2, 6, 9, 25, 28",31,"13,397,306,103원",9,"1,488,589,567원","2,232,884,380원",34,"65,673,070원","2,232,885,470원","1,990","1,122,053원","4,465,808,353원","91,627","48,739원","7,236,435,000원","1,447,287","5,000원",,"59,130,557,000원"
(2005- 02- 19),116회,"2, 4, 25, 31, 34, 37",17,"13,984,231,205원",7,"1,997,747,315원","2,330,705,216원",56,"41,619,736원","2,330,705,310원","1,735","1,343,346원","4,661,475,325원","91,897","50,725원","7,495,990,000원","1,499,198","5,000원",,"61,606,084,000원"
(2005- 02- 26),117회,"5, 10, 22, 34, 36, 44",35,"14,025,405,006원",9,"1,558,378,334원","2,337,567,500원",50,"46,751,350원","2,337,567,620원","1,642","1,423,610원","4,675,173,982원","78,361","59,662원","6,339,130,000원","1,267,826","5,000원",,"59,429,610,000원"
(2005- 03- 05),118회,"3, 4, 10, 17, 19, 22",38,"12,979,897,200원",10,"1,297,989,720원","2,163,316,210원",41,"52,763,810원","2,163,316,704원","1,671","1,294,624원","4,326,701,039원","83,233","51,983원","6,952,805,000원","1,390,561","5,000원",,"57,171,934,000원"
(2005- 03- 12),119회,"3, 11, 13, 14, 17, 21",38,"13,274,094,600원",9,"1,474,899,400원","2,212,349,118원",49,"45,149,982원","2,212,350,448원","1,936","1,142,743원","4,424,716,912원","85,327","51,856원","6,776,825,000원","1,355,365","5,000원",,"57,800,632,000원"
(2005- 03- 19),120회,"4, 6, 10, 11, 32, 37",30,"13,093,590,900원",3,"4,364,530,300원","2,182,265,150원",31,"70,395,650원","2,182,265,535원","1,605","1,359,667원","4,364,594,400원","80,400","54,286원","6,886,840,000원","1,377,368","5,000원",,"57,418,983,000원"
(2005- 03- 26),121회,"12, 28, 30, 34, 38, 43",9,"13,679,296,200원",2,"6,839,648,100원","2,279,882,724원",31,"73,544,604원","2,279,883,540원","1,342","1,698,870원","4,559,824,296원","67,464","67,589원","5,768,445,000원","1,153,689","5,000원",,"57,134,544,000원"
(2005- 04- 02),122회,"1, 11, 16, 17, 36, 40",8,"13,050,664,200원",9,"1,450,073,800원","2,175,110,728원",38,"57,239,756원","2,175,111,587원","1,403","1,550,329원","4,350,282,302원","72,518","59,989원","6,334,745,000원","1,266,949","5,000원",,"56,171,704,000원"
(2005- 04- 09),123회,"7, 17, 18, 28, 30, 45",27,"12,664,913,400원",5,"2,532,982,680원","2,110,818,908원",38,"55,547,866원","2,110,819,102원","1,477","1,429,126원","4,221,654,712원","72,742","58,036원","5,940,535,000원","1,188,107","5,000원",,"54,097,448,000원"
(2005- 04- 16),124회,"4, 16, 23, 25, 29, 42",1,"12,563,426,403원",9,"1,395,936,267원","2,093,904,407원",37,"56,592,011원","2,093,905,660원","1,540","1,359,679원","4,187,832,320원","75,040","55,808원","6,151,375,000원","1,230,275","5,000원",,"54,180,838,000원"
(2005- 04- 23),125회,"2, 8, 32, 33, 35, 36",18,"12,284,095,502원",7,"1,754,870,786원","2,047,349,268원",36,"56,870,813원","2,047,349,408원","1,444","1,417,832원","4,094,751,540원","74,261","55,140원","6,101,360,000원","1,220,272","5,000원",,"53,149,705,000원"
(2005- 04- 30),126회,"7, 20, 22, 27, 40, 43",1,"12,323,713,500원",9,"1,369,301,500원","2,053,952,250원",35,"58,684,350원","2,053,952,333원","1,439","1,427,347원","4,107,914,460원","71,370","57,558원","5,834,960,000원","1,166,992","5,000원",,"52,748,965,000원"
(2005- 05- 07),127회,"3, 5, 10, 29, 32, 43",35,"11,795,634,900원",6,"1,965,939,150원","1,965,939,188원",43,"45,719,516원","1,965,939,389원","1,279","1,537,091원","3,931,887,100원","67,175","58,532원","5,716,910,000원","1,143,382","5,000원",,"50,752,603,000원"
(2005- 05- 14),128회,"12, 30, 34, 36, 37, 45",39,"12,384,258,600원",6,"2,064,043,100원","2,064,043,115원",23,"89,741,005원","2,064,043,360원","1,192","1,731,580원","4,128,097,974원","63,294","65,221원","5,514,765,000원","1,102,953","5,000원",,"52,310,392,000원"
(2005- 05- 21),129회,"19, 23, 25, 28, 38, 42",17,"12,029,926,205원",11,"1,093,629,655원","2,004,987,700원",50,"40,099,754원","2,004,988,680원","1,473","1,361,160원","4,010,042,244원","71,124","56,381원","5,728,000,000원","1,145,600","5,000원",,"51,555,754,000원"
(2005- 05- 28),130회,"7, 19, 24, 27, 42, 45",31,"12,145,986,600원",4,"3,036,496,650원","2,024,331,120원",30,"67,477,704원","2,024,332,238원","1,273","1,590,206원","4,048,711,464원","63,587","63,672원","5,436,195,000원","1,087,239","5,000원",,"51,359,012,000원"
(2005- 06- 04),131회,"8, 10, 11, 14, 15, 21",37,"11,609,715,904원",8,"1,451,214,488원","1,934,952,657원",33,"58,634,929원","1,934,954,280원","1,645","1,176,264원","3,869,924,196원","73,893","52,372원","5,766,360,000원","1,153,272","5,000원",,"50,231,773,000원"
(2005- 06- 11),132회,"3, 17, 23, 34, 41, 45",43,"11,681,894,100원",4,"2,920,473,525원","1,946,982,358원",34,"57,264,187원","1,946,983,712원","1,382","1,408,816원","3,893,968,881원","65,277","59,653원","5,491,125,000원","1,098,225","5,000원",,"49,921,897,000원"
(2005- 06- 18),133회,"4, 7, 15, 18, 23, 26",13,"11,601,940,800원",8,"1,450,242,600원","1,933,656,840원",51,"37,914,840원","1,933,656,932원","1,466","1,319,002원","3,867,372,594원","76,266","50,709원","6,108,395,000원","1,221,679","5,000원",,"50,889,926,000원"
(2005- 06- 25),134회,"3, 12, 20, 23, 31, 35",43,"11,745,775,500원",5,"2,349,155,100원","1,957,629,250원",50,"39,152,585원","1,957,629,898원","1,433","1,366,106원","3,915,285,150원","69,698","56,175원","5,646,495,000원","1,129,299","5,000원",,"50,445,575,000원"
(2005- 07- 02),135회,"6, 14, 22, 28, 35, 39",16,"12,021,054,605원",7,"1,717,293,515원","2,003,509,116원",28,"71,553,897원","2,003,509,616원","1,424","1,406,959원","4,007,080,329원","66,201","60,529원","5,496,245,000원","1,099,249","5,000원",,"51,062,672,000원"
(2005- 07- 09),136회,"2, 16, 30, 36, 41, 42",11,"11,986,164,900원",6,"1,997,694,150원","1,997,694,166원",26,"76,834,391원","1,997,694,401원","1,279","1,561,919원","3,995,395,527원","66,993","59,639원","5,595,375,000원","1,119,075","5,000원",,"51,144,633,000원"
(2005- 07- 16),137회,"7, 9, 20, 25, 36, 39",15,"11,433,631,203원",9,"1,270,403,467원","1,905,605,200원",40,"47,640,130원","1,905,605,424원","1,578","1,207,608원","3,811,218,425원","72,935","52,255원","5,933,275,000원","1,186,655","5,000원",,"49,978,654,000원"
(2005- 07- 23),138회,"10, 11, 27, 28, 37, 39",19,"11,135,760,000원",5,"2,227,152,000원","1,855,960,000원",32,"57,998,750원","1,855,961,082원","1,251","1,483,582원","3,711,946,290원","61,230","60,623원","5,284,625,000원","1,056,925","5,000원",,"47,688,450,000원"
(2005- 07- 30),139회,"9, 11, 15, 20, 28, 43",13,"11,551,471,505원",7,"1,650,210,215원","1,925,245,252원",28,"68,758,759원","1,925,245,584원","1,128","1,706,778원","3,850,501,143원","57,271","67,233원","4,933,090,000원","986,618","5,000원",,"48,371,085,000원"
(2005- 08- 06),140회,"3, 13, 17, 18, 19, 28",8,"10,547,314,200원",5,"2,109,462,840원","1,757,885,714원",34,"51,702,521원","1,757,886,380원","1,310","1,341,898원","3,515,805,524원","64,372","54,617원","5,412,875,000원","1,082,575","5,000원",,"45,983,464,000원"
(2005- 08- 13),141회,"8, 12, 29, 31, 42, 43",2,"11,403,314,400원",6,"1,900,552,400원","1,900,552,410원",29,"65,536,290원","1,900,553,512원","1,144","1,661,323원","3,801,121,524원","58,203","65,308원","5,002,955,000원","1,000,591","5,000원",,"48,016,958,000원"
(2005- 08- 20),142회,"12, 16, 30, 34, 40, 44",19,"11,200,921,204원",11,"1,018,265,564원","1,866,820,200원",28,"66,672,150원","1,866,821,034원","1,326","1,407,859원","3,733,672,590원","64,602","57,795원","5,338,220,000원","1,067,644","5,000원",,"48,012,844,000원"
(2005- 08- 27),143회,"26, 27, 28, 42, 43, 45",8,"11,863,754,100원",3,"3,954,584,700원","1,977,292,380원",35,"56,494,068원","1,977,293,334원","1,182","1,672,837원","3,954,595,730원","57,130","69,221원","4,934,755,000원","986,951","5,000원",,"49,415,357,000원"
(2005- 09- 03),144회,"4, 15, 17, 26, 36, 37",43,"11,219,523,304원",8,"1,402,440,413원","1,869,920,568원",38,"49,208,436원","1,869,921,942원","1,498","1,248,279원","3,739,909,296원","74,181","50,416원","5,902,055,000원","1,180,411","5,000원",,"49,202,521,000원"
(2005- 09- 10),145회,"2, 3, 13, 20, 27, 44",9,"11,393,514,600원",3,"3,797,838,200원","1,898,919,128원",38,"49,971,556원","1,898,919,176원","1,217","1,560,328원","3,797,867,280원","63,120","60,169원","5,467,725,000원","1,093,545","5,000원",,"48,913,832,000원"
(2005- 09- 17),146회,"2, 19, 27, 35, 41, 42",25,"12,086,830,500원",2,"6,043,415,250원","2,014,471,780원",34,"59,249,170원","2,014,472,268원","1,383","1,456,596원","4,028,984,036원","62,524","64,439원","5,194,060,000원","1,038,812","5,000원",,"50,677,555,000원"
(2005- 09- 24),147회,"4, 6, 13, 21, 40, 42",36,"11,900,281,505원",7,"1,700,040,215원","1,983,380,280원",35,"56,668,008원","1,983,380,580원","1,215","1,632,412원","3,966,781,896원","62,412","63,558원","5,339,000,000원","1,067,800","5,000원",,"50,345,605,000원"
(2005- 10- 01),148회,"21, 25, 33, 34, 35, 36",17,"11,617,982,100원",5,"2,323,596,420원","1,936,330,375원",35,"55,323,725원","1,936,331,475원","1,185","1,634,035원","3,872,694,392원","63,358","61,124원","5,398,320,000원","1,079,664","5,000원",,"49,523,247,000원"
(2005- 10- 08),149회,"2, 11, 21, 34, 41, 42",27,"11,473,365,001원",7,"1,639,052,143원","1,912,227,501원",43,"44,470,407원","1,912,227,777원","1,171","1,632,987원","3,824,490,150원","60,450","63,267원","5,081,200,000원","1,016,240","5,000원",,"48,406,950,000원"
(2005- 10- 15),150회,"2, 18, 25, 28, 37, 39",16,"11,326,583,400원",4,"2,831,645,850원","1,887,763,916원",46,"41,038,346원","1,887,764,351원","1,279","1,475,969원","3,775,536,400원","65,200","57,907원","5,504,250,000원","1,100,850","5,000원",,"48,763,778,000원"
(2005- 10- 22),151회,"1, 2, 10, 13, 18, 19",15,"10,866,536,100원",4,"2,716,634,025원","1,811,089,350원",45,"40,246,430원","1,811,089,371원","1,491","1,214,681원","3,622,232,250원","68,250","53,073원","5,567,640,000원","1,113,528","5,000원",,"47,357,067,000원"
(2005- 10- 29),152회,"1, 5, 13, 26, 29, 34",43,"11,390,659,200원",5,"2,278,131,840원","1,898,443,200원",30,"63,281,440원","1,898,443,360원","1,184","1,603,415원","3,796,922,052원","60,282","62,986원","5,105,735,000원","1,021,147","5,000원",,"48,180,334,000원"
(2005- 11- 05),153회,"3, 8, 11, 12, 13, 36",33,"10,922,104,500원",4,"2,730,526,125원","1,820,350,792원",52,"35,006,746원","1,820,352,048원","1,446","1,258,888원","3,640,716,750원","71,562","50,875원","5,685,360,000원","1,137,072","5,000원",,"47,777,735,000원"
(2005- 11- 12),154회,"6, 19, 21, 35, 40, 45",20,"11,346,514,800원",4,"2,836,628,700원","1,891,085,824원",32,"59,096,432원","1,891,086,665원","1,189","1,590,485원","3,782,195,307원","60,181","62,847원","5,100,335,000원","1,020,067","5,000원",,"48,022,386,000원"
(2005- 11- 19),155회,"16, 19, 20, 32, 33, 41",4,"10,737,051,606원",9,"1,193,005,734원","1,789,508,626원",37,"48,365,098원","1,789,509,150원","1,287","1,390,450원","3,579,054,794원","62,882","56,917원","5,175,015,000원","1,035,003","5,000원",,"46,140,202,000원"
(2005- 11- 26),156회,"5, 18, 28, 30, 42, 45",2,"11,208,799,200원",8,"1,401,099,900원","1,868,133,210원",30,"62,271,107원","1,868,133,840원","1,230","1,518,808원","3,736,322,234원","59,506","62,789원","4,990,960,000원","998,192","5,000원",,"47,344,584,000원"
(2005- 12- 03),157회,"19, 26, 30, 33, 35, 39",37,"10,969,807,500원",2,"5,484,903,750원","1,828,301,272원",28,"65,296,474원","1,828,301,475원","1,155","1,582,945원","3,656,646,450원","61,650","59,313원","5,143,670,000원","1,028,734","5,000원",,"46,853,365,000원"
(2005- 12- 10),158회,"4, 9, 13, 18, 21, 34",7,"10,695,443,400원",10,"1,069,544,340원","1,782,573,930원",45,"39,612,754원","1,782,574,956원","1,516","1,175,841원","3,565,207,090원","67,910","52,499원","5,358,705,000원","1,071,741","5,000원",,"46,368,888,000원"
(2005- 12- 17),159회,"1, 18, 30, 41, 42, 43",32,"10,532,443,800원",6,"1,755,407,300원","1,755,407,304원",24,"73,141,971원","1,755,407,556원","1,071","1,639,036원","3,510,822,963원","54,933","63,911원","4,601,890,000원","920,378","5,000원",,"44,311,926,000원"
(2005- 12- 24),160회,"3, 7, 8, 34, 39, 41",1,"10,981,610,700원",2,"5,490,805,350원","1,830,268,480원",32,"57,195,890원","1,830,268,856원","1,079","1,696,264원","3,660,575,760원","58,680","62,382원","5,113,935,000원","1,022,787","5,000원",,"46,833,239,000원"
(2005- 12- 31),161회,"22, 34, 36, 40, 42, 45",44,"13,978,133,904원",7,"1,996,876,272원","2,096,355,681원",63,"33,275,487원","2,096,356,619원","1,381","1,517,999원","4,192,747,599원","66,233","63,303원","5,584,670,000원","1,116,934","5,000원",,"53,096,453,000원"
(2006- 01- 07),162회,"1, 5, 21, 25, 38, 41",24,"11,541,328,800원",5,"2,308,265,760원","1,923,554,820원",33,"58,289,540원","1,923,555,548원","1,172","1,641,259원","3,847,162,685원","61,205","62,857원","5,289,495,000원","1,057,899","5,000원",,"49,050,086,000원"
(2006- 01- 14),163회,"7, 11, 26, 28, 29, 44",16,"11,408,085,605원",7,"1,629,726,515원","1,901,347,635원",47,"40,454,205원","1,901,347,640원","1,390","1,367,876원","3,802,755,380원","66,604","57,095원","5,496,000,000원","1,099,200","5,000원",,"49,018,952,000원"
(2006- 01- 21),164회,"6, 9, 10, 11, 39, 41",27,"12,164,813,700원",3,"4,054,937,900원","2,027,468,976원",39,"51,986,384원","2,027,469,156원","1,626","1,246,906원","4,055,009,310원","74,835","54,186원","6,251,370,000원","1,250,274","5,000원",,"53,052,119,000원"
(2006- 01- 28),165회,"5, 13, 18, 19, 22, 42",31,"13,534,853,400원",2,"6,767,426,700원","2,255,808,920원",40,"56,395,223원","2,255,809,905원","1,535","1,469,583원","4,511,656,800원","78,820","57,240원","6,485,970,000원","1,297,194","5,000원",,"58,088,118,000원"
(2006- 02- 04),166회,"9, 12, 27, 36, 39, 45",14,"12,224,299,802원",11,"1,111,299,982원","2,037,383,320원",28,"72,763,690원","2,037,384,129원","1,507","1,351,947원","4,074,833,094원","70,751","57,594원","5,704,900,000원","1,140,980","5,000원",,"52,157,466,000원"
(2006- 02- 11),167회,"24, 27, 28, 30, 36, 39",4,"12,456,114,600원",5,"2,491,222,920원","2,076,019,128원",36,"57,667,198원","2,076,019,751원","1,313","1,581,127원","4,152,074,528원","64,208","64,666원","5,612,005,000원","1,122,401","5,000원",,"52,744,392,000원"
